Risk_Rating,Make,Fuel_Type,Aspiration,Doors,Body,Drive_Wheels,Engine_Loc,Wheel_Base,Length,Width,Height,Curb_Weight,Engine_Type,Num_Of_Cylinders,Engine_Size,Fuel_System,Bore,Stroke,Compression_Ratio,Horsepower,Peak_RPM,City_MPG,Highway_MPG,Price
2,Toyota,Gas,Std,Four,Hatchback,FWD,Front,95.7,166.3,64.4,52.8,2122,OHC,Four,98,2BBL,3.19,3.03,9.0,70,4800,28,34,8358
2,Toyota,Gas,Std,Four,Sedan,FWD,Front,95.7,166.3,64.4,52.8,2140,OHC,Four,98,2BBL,3.19,3.03,9.0,70,4800,28,34,9258
2,Toyota,Gas,Std,Two,Sedan,RWD,Front,90.0,168.7,64.0,52.6,2169,OHC,Four,98,2BBL,3.19,3.03,9.0,70,4800,29,34,8058
2,Toyota,Gas,Std,Two,Hatchback,RWD,Front,94.5,168.7,64.0,52.6,2204,OHC,Four,98,2BBL,3.19,3.03,9.0,70,4800,29,34,8238
2,Toyota,Gas,Std,Two,Sedan,RWD,Front,94.5,168.7,64.0,52.6,2265,DOHC,Four,98,MPFI,3.24,3.08,9.4,112,6600,26,29,9298
2,Toyota,Gas,Std,Two,Hatchback,RWD,Front,94.5,168.7,64.0,52.6,2300,DOHC,Four,98,MPFI,3.24,3.08,9.4,112,6600,26,29,9538
3,Toyota,Gas,Std,Two,Hardtop,RWD,Front,98.4,176.2,65.6,52.0,2540,OHC,Four,146,MPFI,3.62,3.5,9.3,116,4800,24,30,8449
3,Toyota,Gas,Std,Two,Hardtop,RWD,Front,98.4,176.2,65.6,52.0,2536,OHC,Four,146,MPFI,3.62,3.5,9.3,116,4800,24,30,9639
3,Toyota,Gas,Std,Two,Hatchback,RWD,Front,98.4,176.2,65.6,52.0,2551,OHC,Four,146,MPFI,3.62,3.5,9.3,116,4800,24,30,9989
3,Toyota,Gas,Std,Two,Hardtop,RWD,Front,98.4,176.2,65.6,52.0,2679,OHC,Four,146,,3.62,3.5,9.3,116,4800,24,30,11199
3,Toyota,Gas,Std,,Hatchback,RWD,Front,98.4,176.2,65.6,52.0,2714,OHC,Four,146,MPFI,3.62,3.5,9.3,116,4800,24,30,11549
3,Toyota,Gas,Std,Two,Convertible,RWD,Front,98.4,176.2,65.6,53.0,2975,OHC,Four,146,MPFI,3.62,3.5,9.3,116,4800,24,30,17669
1,Toyota,Gas,Std,Four,Sedan,,Front,102.4,175.6,66.5,54.9,2326,OHC,Four,122,MPFI,3.31,3.54,8.7,92,4200,29,34,8948
1,Toyota,Diesel,Turbo,Four,Sedan,FWD,Front,102.4,175.6,66.5,54.9,2480,OHC,Four,110,IDI,3.27,3.35,22.5,73,4500,30,33,10698
1,Toyota,Gas,Std,Four,Hatchback,FWD,Front,102.4,175.6,66.5,53.9,2414,OHC,Four,122,MPFI,3.31,3.54,8.7,92,4200,27,32,9988
1,Toyota,Gas,Std,Four,Sedan,FWD,Front,102.4,175.6,66.5,54.9,2414,OHC,Four,122,MPFI,3.31,3.54,8.7,92,4200,27,32,10898
1,Toyota,Gas,Std,Four,Hatchback,FWD,Front,102.4,175.6,66.5,53.9,2458,OHC,Four,122,MPFI,3.31,3.54,8.7,92,4200,27,32,11248
3,Toyota,Gas,Std,Two,Hatchback,RWD,Front,102.9,183.5,67.7,52.0,2976,DOHC,,171,MPFI,3.27,3.35,9.3,161,5200,20,24,16558
3,Toyota,Gas,Std,Two,Hatchback,RWD,Front,102.9,183.5,67.7,52.0,3016,DOHC,Six,171,MPFI,3.27,3.35,9.3,161,5200,19,24,15998
1,Toyota,Gas,Std,Four,Sedan,RWD,Front,104.5,187.8,66.5,54.1,3131,DOHC,Six,171,MPFI,3.27,3.35,9.2,156,5200,20,24,15690
1,Toyota,Gas,Std,,Wagon,RWD,Front,104.5,187.8,66.5,54.1,3151,DOHC,Six,161,MPFI,3.27,3.35,9.2,156,5200,19,24,15750
3,Volkswagen,Diesel,Std,Two,Sedan,FWD,Front,97.3,171.7,65.5,55.7,2261,OHC,Four,97,IDI,3.01,3.4,23.0,52,4800,37,46,7775
3,Volkswagen,Gas,Std,Two,Sedan,FWD,Front,97.3,171.7,65.5,55.7,2209,OHC,Four,109,MPFI,3.19,3.4,9.0,85,5250,27,34,7975
3,Volkswagen,Diesel,Std,,Sedan,FWD,Front,97.3,171.7,65.5,55.7,2264,OHC,Four,97,IDI,3.01,3.4,23.0,52,4800,37,46,7995
3,Volkswagen,Gas,Std,Four,Sedan,FWD,Front,97.3,171.7,65.5,55.7,2212,OHC,Four,109,MPFI,3.19,3.4,9.0,85,5250,27,34,8195
3,Volkswagen,Gas,Std,Four,Sedan,FWD,Front,97.3,171.7,65.5,55.7,2275,OHC,Four,109,MPFI,3.19,3.4,9.0,85,5250,27,34,8495
3,Volkswagen,Diesel,Turbo,Four,Sedan,FWD,Front,97.3,171.7,65.5,55.7,2319,OHC,Four,97,IDI,3.01,3.4,23.0,68,4500,37,42,9495
3,Volkswagen,Gas,Std,Four,Sedan,FWD,Front,97.3,171.7,65.5,55.7,2300,OHC,Four,109,MPFI,3.19,3.4,10.0,100,5500,26,32,9995
3,Volkswagen,Gas,Std,Two,Convertible,FWD,Front,94.5,159.3,64.2,55.6,2254,OHC,Four,109,MPFI,3.19,3.4,8.5,90,5500,24,29,11595
3,Volkswagen,Gas,Std,Two,Hatchback,FWD,Front,94.5,165.7,64.0,51.4,2221,OHC,Four,109,MPFI,3.19,3.4,8.5,90,5500,24,29,9980
2,Volkswagen,Gas,Std,Four,Sedan,FWD,Front,100.4,180.2,66.9,55.1,2661,OHC,Five,136,MPFI,3.19,3.4,8.5,110,5500,19,24,13295
2,Volkswagen,Diesel,Turbo,Four,Sedan,FWD,Front,100.4,180.2,66.9,55.1,2579,OHC,Four,97,IDI,3.01,3.4,23.0,68,4500,33,38,13845
2,Volkswagen,Gas,Std,Four,Wagon,FWD,Front,100.4,183.1,66.9,55.1,2563,OHC,Four,109,MPFI,3.19,3.4,9.0,88,5500,25,31,12290
1,Volvo,Gas,Std,,Sedan,RWD,Front,104.3,188.8,67.2,56.2,2912,OHC,Four,141,MPFI,3.78,3.15,9.5,114,5400,23,28,12940
1,Volvo,Gas,Std,Four,Wagon,RWD,Front,104.3,188.8,67.2,57.5,3034,OHC,Four,141,MPFI,3.78,3.15,9.5,114,5400,23,28,13415
1,Volvo,Gas,Std,Four,Sedan,RWD,Front,104.3,188.8,67.2,56.2,2935,OHC,Four,141,MPFI,3.78,3.15,9.5,114,5400,24,28,15985
1,Volvo,Gas,Std,Four,Wagon,RWD,Front,104.3,188.8,67.2,57.5,3042,OHC,Four,141,MPFI,3.78,3.15,9.5,114,5400,24,28,16515
1,Volvo,Gas,Turbo,Four,Sedan,,Front,104.3,188.8,67.2,56.2,3045,OHC,Four,130,MPFI,3.62,3.15,7.5,162,5100,17,22,18420
1,Volvo,Gas,Turbo,Four,Wagon,RWD,Front,104.3,188.8,67.2,57.5,3157,OHC,Four,130,MPFI,3.62,3.15,7.5,162,5100,17,22,18950
1,Volvo,Gas,Std,Four,Sedan,RWD,Front,109.1,188.8,68.9,55.5,2952,OHC,Four,141,MPFI,3.78,3.15,9.5,114,5400,23,28,16845
1,Volvo,Gas,Turbo,Four,Sedan,RWD,Front,109.1,188.8,68.8,55.5,3049,OHC,Four,141,MPFI,3.78,3.15,8.7,160,5300,19,25,19045
1,Volvo,Gas,Std,Four,Sedan,RWD,Front,109.1,188.8,68.9,55.5,3012,OHCV,Six,173,MPFI,3.58,2.87,8.8,134,5500,18,23,21485
1,Volvo,Diesel,Turbo,,Sedan,RWD,Front,109.1,188.8,68.9,55.5,3217,OHC,Six,145,IDI,3.01,3.4,23.0,106,4800,26,27,22470
1,Volvo,Gas,Turbo,Four,Sedan,RWD,Front,109.1,188.8,68.9,55.5,3062,OHC,Four,141,MPFI,3.78,3.15,9.5,114,5400,19,25,22625
